customer_customerNumber,customer_customerName,customer_customerType,customer_contactFirstName,customer_contactLastName,customer_phone,customer_addressLine1,customer_addressLine2,customer_postalCode,customer_county,customer_subCounty,customer_customerLocation,customer_status,customer_statusText
341,Joseph Hassan,Individual,Joseph,Hassan,0771296129,138 Kisumu Ave,Apt 88,50189,Mombasa,Naivasha,"Mombasa, Kenya",1,Active
342,Otieno Hassan,Individual,Otieno,Hassan,0757203007,721 Kileleshwa Rd,Apt 54,46835,Garissa,Jomvu,"Garissa, Kenya",1,Active
343,Pierrette Kabongo,Individual,Pierrette,Kabongo,0710700522,468 Westlands Rd,Apt 43,47612,Embu,Kesses,"Embu, Kenya",0,Dormant
344,[Business] PrideInn Lodge,Business,Emmanuelle,Mutua,0776982658,278 Westlands Rd,Apt 70,72467,Kitui,Kisumu Central,"Kitui, Kenya",0,Dormant
345,[Business] Nyali Residences,Business,Joseph,Munzala,0738158772,847 Embakasi Rd,Apt 76,75293,Laikipia,Langata,"Laikipia, Kenya",1,Active
346,Felix Mugisha,Individual,Felix,Mugisha,0728049058,780 Kileleshwa Rd,Apt 11,72125,Baringo,Kesses,"Baringo, Kenya",1,Active
347,Kiptoo Munyoki,Individual,Kiptoo,Munyoki,0732390490,127 Kiambu Rd,Apt 15,54189,Kisumu,Gilgil,"Kisumu, Kenya",0,Dormant
348,Jacqueline Mandela,Individual,Jacqueline,Mandela,0734110032,33 Embakasi Rd,Apt 94,41111,Mandera,Dagoretti,"Mandera, Kenya",0,Dormant
349,[Business] Nyali Retreat,Business,Mwangi,Mbeki,0795823567,126 Karen Rd,Apt 67,17038,Machakos,Kisumu Central,"Machakos, Kenya",0,Dormant
350,Claudine Hassan,Individual,Claudine,Hassan,0781369055,621 Gigiri Rd,Apt 43,21948,Tharaka-Nithi,Nyali,"Tharaka-Nithi, Kenya",1,Active
351,Paul Ndayishimiye,Individual,Paul,Ndayishimiye,0779375308,329 Mama Ngina St,Apt 70,54977,Embu,Nakuru Town,"Embu, Kenya",0,Dormant
352,Kamau Odhiambo,Individual,Kamau,Odhiambo,0726731495,779 Eastleigh Rd,Apt 9,34167,Machakos,Muhoroni,"Machakos, Kenya",0,Dormant
353,Kamau Hussein,Individual,Kamau,Hussein,0757671039,620 James Gichuru Rd,Apt 44,61430,Baringo,Kesses,"Baringo, Kenya",1,Active
354,Otieno Mutua,Individual,Otieno,Mutua,0747316507,710 Limuru Rd,Apt 36,50466,Kisumu,Kesses,"Kisumu, Kenya",1,Active
355,Mwangi Abdi,Individual,Mwangi,Abdi,0705672038,396 Eastleigh Rd,Apt 7,18762,Kitui,Kasarani,"Kitui, Kenya",1,Active
356,Pauline Adan,Individual,Pauline,Adan,0768513022,73 Mombasa Rd,Apt 76,59916,Kitui,Eldoret West,"Kitui, Kenya",1,Active
357,[Business] Leopard Beach Manor,Business,Jeanne,Munyua,0776664028,707 Westlands Rd,Apt 56,75894,Baringo,Kisumu West,"Baringo, Kenya",1,Active
358,[Business] Ole Sereni Suites,Business,Jacqueline,Osman,0730544310,622 Lavington Rd,Apt 87,24576,Isiolo,Turbo,"Isiolo, Kenya",1,Active
359,[Business] Swahili Lodge,Business,Pierrette,Kagame,0725468570,133 Jogoo Rd,Apt 17,9244,Muranga,Kisumu West,"Muranga, Kenya",0,Dormant
360,Emmanuelle Mugisha,Individual,Emmanuelle,Mugisha,0743527411,405 Mombasa Rd,Apt 18,13557,Meru,Gilgil,"Meru, Kenya",0,Dormant
361,Joseph Mugisha,Individual,Joseph,Mugisha,0709570693,699 Kisumu Ave,Apt 57,63466,Mandera,Embakasi,"Mandera, Kenya",0,Dormant
362,[Business] Hemingways Retreat,Business,Michelle,Ndayishimiye,0750574300,234 State House Rd,Apt 58,61511,Marsabit,Turbo,"Marsabit, Kenya",0,Dormant
363,Kiptoo Mbeki,Individual,Kiptoo,Mbeki,0770215867,882 Kisumu Ave,Apt 30,6044,Marsabit,Kisumu Central,"Marsabit, Kenya",0,Dormant
364,Wambui Kariuki,Individual,Wambui,Kariuki,0735730283,692 Eastleigh Rd,Apt 70,70672,Nairobi,Kisumu West,"Nairobi, Kenya",0,Dormant
365,Pauline Bizimana,Individual,Pauline,Bizimana,0746711495,630 Mombasa Rd,Apt 76,77147,Kitui,Nyali,"Kitui, Kenya",1,Active
366,Mwangi Malema,Individual,Mwangi,Malema,0784214160,367 Langata Rd,Apt 83,60410,Kiambu,Nyando,"Kiambu, Kenya",0,Dormant
367,[Business] Serena Lodge,Business,Jacques,Mwangi,0734963712,364 Mombasa Rd,Apt 72,886,Machakos,Langata,"Machakos, Kenya",0,Dormant
368,[Business] Safari Retreat,Business,Njeri,Mbeki,0704507635,626 Waiyaki Way,Apt 25,73192,Kiambu,Turbo,"Kiambu, Kenya",0,Dormant
369,Michelle Munywe,Individual,Michelle,Munywe,0786381002,483 Mama Ngina St,Apt 50,30872,Machakos,Kasarani,"Machakos, Kenya",1,Active
370,Pauline Abdullahi,Individual,Pauline,Abdullahi,0759412900,816 Kisumu Ave,Apt 42,69420,Nyeri,Subukia,"Nyeri, Kenya",1,Active
371,[Business] Tamarind Haven,Business,Patrick,Kiplagat,0727143026,739 Riverside Dr,Apt 16,36300,Mandera,Moiben,"Mandera, Kenya",1,Active
372,[Business] InterContinental Lodge,Business,Josephine,Zuma,0744010638,713 Kileleshwa Rd,Apt 45,88105,Isiolo,Subukia,"Isiolo, Kenya",1,Active
373,[Business] Swahili Inn,Business,Otieno,Mbeki,0710099518,728 Kimathi St,Apt 85,72783,Machakos,Nyali,"Machakos, Kenya",0,Dormant
374,Wanjiku Mandela,Individual,Wanjiku,Mandela,0750601649,770 Kiambu Rd,Apt 89,50647,Baringo,Turbo,"Baringo, Kenya",1,Active
375,[Business] PrideInn Lodge,Business,Emmanuelle,Adan,0756978374,633 Tom Mboya St,Apt 58,82651,Baringo,Changamwe,"Baringo, Kenya",0,Dormant
376,[Business] Neptune Haven,Business,Njeri,Munzala,0731614255,117 Mbagathi Way,Apt 94,20768,Kisumu,Kesses,"Kisumu, Kenya",1,Active
377,[Business] InterContinental Hotel,Business,Njeri,Njoroge,0788143886,529 South C Rd,Apt 12,8292,Tharaka-Nithi,Nyando,"Tharaka-Nithi, Kenya",0,Dormant
378,Achieng Odhiambo,Individual,Achieng,Odhiambo,0700428769,764 Waiyaki Way,Apt 89,34027,Mombasa,Langata,"Mombasa, Kenya",1,Active
379,[Business] Hemingways Lodge,Business,Wanjiku,Omar,0753803845,94 Gigiri Rd,Apt 62,51620,Eldoret,Kisumu West,"Eldoret, Kenya",1,Active
380,Josephine Kagame,Individual,Josephine,Kagame,0770999486,363 Lavington Rd,Apt 19,37200,Marsabit,Moiben,"Marsabit, Kenya",1,Active
381,Felicite Munyoki,Individual,Felicite,Munyoki,0761049984,580 Kenyatta Ave,Apt 73,50038,Marsabit,Subukia,"Marsabit, Kenya",0,Dormant
382,[Business] Hilton Suites,Business,Otieno,Munyao,0780537168,6 Parklands Rd,Apt 98,73427,Laikipia,Changamwe,"Laikipia, Kenya",1,Active
383,Marie Lumumba,Individual,Marie,Lumumba,0738437573,478 Kisumu Ave,Apt 81,69847,Marsabit,Muhoroni,"Marsabit, Kenya",1,Active
384,[Business] InterContinental Haven,Business,Mwangi,Ibrahim,0795797176,188 Eastleigh Rd,Apt 99,38325,Mandera,Langata,"Mandera, Kenya",0,Dormant
385,[Business] Ole Sereni Palace,Business,Patricia,Lumumba,0786323412,669 Buruburu Rd,Apt 69,74399,Muranga,Eldoret East,"Muranga, Kenya",1,Active
386,Michel Mbeki,Individual,Michel,Mbeki,0703042682,237 Waiyaki Way,Apt 83,77475,Nairobi,Nakuru Town,"Nairobi, Kenya",0,Dormant
387,[Business] Hilton Residences,Business,Jeanne,Muthoni,0733341069,51 Kilimani Rd,Apt 78,62044,Marsabit,Nyando,"Marsabit, Kenya",0,Dormant
388,[Business] Villa Rosa Haven,Business,Marie,Mwangi,0705599683,139 Uhuru Hwy,Apt 40,48164,Marsabit,Naivasha,"Marsabit, Kenya",1,Active
389,Wanjiku Omondi,Individual,Wanjiku,Omondi,0752167436,252 Kisumu Ave,Apt 12,79192,Garissa,Kisumu Central,"Garissa, Kenya",1,Active
390,[Business] Voyager Haven,Business,Pierre,Kabila,0740978815,932 Kenyatta Ave,Apt 14,27261,Eldoret,Kisumu East,"Eldoret, Kenya",1,Active
391,Felix Abdullahi,Individual,Felix,Abdullahi,0797506474,105 State House Rd,Apt 39,28463,Embu,Westlands,"Embu, Kenya",0,Dormant
392,Emmanuelle Mbeki,Individual,Emmanuelle,Mbeki,0756334420,785 Lavington Rd,Apt 25,15081,Nyeri,Kisumu East,"Nyeri, Kenya",1,Active
393,[Business] Boma Resort,Business,Emmanuel,Zuma,0708316778,121 Jogoo Rd,Apt 17,75303,Kiambu,Nyali,"Kiambu, Kenya",0,Dormant
394,[Business] PrideInn Manor,Business,Claudine,Abdi,0714213112,696 James Gichuru Rd,Apt 64,41078,Laikipia,Kisumu East,"Laikipia, Kenya",1,Active
395,Kamau Hussein,Individual,Kamau,Hussein,0763057183,448 Eastleigh Rd,Apt 71,62319,Kitui,Westlands,"Kitui, Kenya",0,Dormant
396,Pierrette Yusuf,Individual,Pierrette,Yusuf,0772376469,669 Kiambu Rd,Apt 70,76390,Laikipia,Nyando,"Laikipia, Kenya",1,Active
397,Pierrette Munzala,Individual,Pierrette,Munzala,0747753479,407 Kiambu Rd,Apt 15,1265,Mandera,Embakasi,"Mandera, Kenya",1,Active
398,Felix Mbeki,Individual,Felix,Mbeki,0795453024,607 Riverside Dr,Apt 41,68032,Meru,Kisumu Central,"Meru, Kenya",1,Active
399,Otieno Yusuf,Individual,Otieno,Yusuf,0707343646,43 Gigiri Rd,Apt 52,66735,Kiambu,Eldoret West,"Kiambu, Kenya",0,Dormant
400,[Business] Ole Sereni Palace,Business,Josephine,Mwangi,0766995192,882 Koinange St,Apt 49,56824,Embu,Nakuru Town,"Embu, Kenya",1,Active
401,Pauline Munyao,Individual,Pauline,Munyao,0786810395,414 Nairobi St,Apt 3,71560,Meru,Embakasi,"Meru, Kenya",1,Active
402,Claude Kabongo,Individual,Claude,Kabongo,0730866859,618 Thika Rd,Apt 15,31783,Machakos,Molo,"Machakos, Kenya",0,Dormant
403,Mutiso Munee,Individual,Mutiso,Munee,0797028299,293 Tom Mboya St,Apt 89,55312,Kiambu,Nyali,"Kiambu, Kenya",0,Dormant
404,[Business] Severin Suites,Business,Emmanuel,Zuma,0744933651,37 Kenyatta Ave,Apt 30,77983,Marsabit,Nakuru Town,"Marsabit, Kenya",1,Active
405,[Business] Safari Inn,Business,Pierre,Mutua,0720282591,422 Eastleigh Rd,Apt 3,26208,Eldoret,Kasarani,"Eldoret, Kenya",1,Active
406,[Business] Ole Sereni Suites,Business,Josephine,Hussein,0768555250,9 Kenyatta Ave,Apt 1,79209,Baringo,Changamwe,"Baringo, Kenya",1,Active
407,Claudine Osman,Individual,Claudine,Osman,0762737244,744 Karen Rd,Apt 80,72256,Nakuru,Kisumu East,"Nakuru, Kenya",1,Active
408,[Business] Baobab Lodge,Business,Claude,Munyua,0705488668,600 Westlands Rd,Apt 16,8247,Marsabit,Nyando,"Marsabit, Kenya",1,Active
409,Otieno Njoroge,Individual,Otieno,Njoroge,0730638862,953 Nairobi St,Apt 87,652,Kitui,Molo,"Kitui, Kenya",0,Dormant
410,[Business] Fairmont Palace,Business,Wanjiku,Munyao,0759219882,84 Kiambu Rd,Apt 13,17194,Kiambu,Nyando,"Kiambu, Kenya",0,Dormant
411,Amina Ochieng,Individual,Amina,Ochieng,0784733577,722 Mbagathi Way,Apt 64,24173,Mandera,Kisumu Central,"Mandera, Kenya",0,Dormant
412,Otieno Wanyama,Individual,Otieno,Wanyama,0761208066,871 Eastleigh Rd,Apt 22,34008,Garissa,Nyali,"Garissa, Kenya",0,Dormant
413,Michelle Kiplagat,Individual,Michelle,Kiplagat,0772238216,667 Karen Rd,Apt 98,5940,Meru,Kasarani,"Meru, Kenya",0,Dormant
414,Pierrette Ali,Individual,Pierrette,Ali,0755010800,115 Mama Ngina St,Apt 54,32085,Mombasa,Nyali,"Mombasa, Kenya",1,Active
415,Claudine Munyuli,Individual,Claudine,Munyuli,0794625506,98 James Gichuru Rd,Apt 19,75124,Marsabit,Dagoretti,"Marsabit, Kenya",0,Dormant
416,Pierre Mugabe,Individual,Pierre,Mugabe,0727294476,222 Kileleshwa Rd,Apt 100,18643,Meru,Kisauni,"Meru, Kenya",0,Dormant
417,[Business] Baobab Retreat,Business,Claudine,Wanyama,0776460340,541 Mama Ngina St,Apt 64,6596,Laikipia,Kasarani,"Laikipia, Kenya",0,Dormant
418,[Business] Leopard Beach Resort,Business,Michelle,Mugisha,0786966925,651 Limuru Rd,Apt 86,40341,Muranga,Langata,"Muranga, Kenya",1,Active
419,[Business] Hilton Resort,Business,Amina,Bizimana,0744787439,388 Parklands Rd,Apt 18,26566,Baringo,Jomvu,"Baringo, Kenya",0,Dormant
420,[Business] Hilton Palace,Business,Jacqueline,Mbeki,0758076428,395 Haile Selassie Ave,Apt 98,45600,Mombasa,Nyando,"Mombasa, Kenya",0,Dormant
421,[Business] Severin Suites,Business,Pierre,Munzala,0754498644,896 Langata Rd,Apt 37,81689,Muranga,Molo,"Muranga, Kenya",0,Dormant
422,[Business] Hilton Hotel,Business,Wanjiku,Bizimana,0718442507,636 Eldoret Ln,Apt 92,74103,Kitui,Kasarani,"Kitui, Kenya",0,Dormant
423,[Business] Sarova Haven,Business,Patrick,Ndayishimiye,0786798693,919 Uhuru Hwy,Apt 3,39361,Marsabit,Subukia,"Marsabit, Kenya",0,Dormant
424,[Business] Severin Manor,Business,Wambui,Mbeki,0703457325,835 Dennis Pritt Rd,Apt 27,25952,Nakuru,Kisauni,"Nakuru, Kenya",0,Dormant
425,[Business] Ole Sereni Manor,Business,Marie,Mbeki,0727246182,512 Westlands Rd,Apt 62,90412,Nyeri,Kasarani,"Nyeri, Kenya",1,Active
426,Wanjiku Munywe,Individual,Wanjiku,Munywe,0708077422,134 Kisumu Ave,Apt 33,63707,Mombasa,Kasarani,"Mombasa, Kenya",0,Dormant
427,Pierrette Odhiambo,Individual,Pierrette,Odhiambo,0742123984,812 Donholm Rd,Apt 22,84381,Eldoret,Naivasha,"Eldoret, Kenya",0,Dormant
428,[Business] Safari Haven,Business,Patricia,Munyao,0739065515,909 Nakuru Blvd,Apt 1,51512,Kiambu,Kasarani,"Kiambu, Kenya",1,Active
429,[Business] Safari Retreat,Business,Achieng,Malema,0741653687,334 South B Rd,Apt 83,80121,Marsabit,Kesses,"Marsabit, Kenya",1,Active
430,[Business] Boma Haven,Business,Josephine,Omondi,0779059643,943 Mombasa Rd,Apt 87,8240,Baringo,Gilgil,"Baringo, Kenya",1,Active
431,[Business] Sarova Resort,Business,Felix,Kariuki,0767474501,804 Kenyatta Ave,Apt 95,30134,Nakuru,Embakasi,"Nakuru, Kenya",1,Active
432,Njeri Mandela,Individual,Njeri,Mandela,0705675718,139 Westlands Rd,Apt 51,36167,Isiolo,Moiben,"Isiolo, Kenya",0,Dormant
433,Emmanuelle Mbeki,Individual,Emmanuelle,Mbeki,0727065685,528 Mama Ngina St,Apt 30,38188,Garissa,Eldoret East,"Garissa, Kenya",0,Dormant
434,[Business] Tamarind Haven,Business,Pierrette,Osman,0798150427,245 Gigiri Rd,Apt 5,47847,Wajir,Changamwe,"Wajir, Kenya",1,Active
435,Pauline Kariuki,Individual,Pauline,Kariuki,0705024929,1 Lavington Rd,Apt 15,26363,Mombasa,Eldoret East,"Mombasa, Kenya",1,Active
436,Jacques Zuma,Individual,Jacques,Zuma,0712238315,544 Kileleshwa Rd,Apt 43,74072,Embu,Jomvu,"Embu, Kenya",1,Active
437,Josephine Munyua,Individual,Josephine,Munyua,0773855897,276 James Gichuru Rd,Apt 30,7821,Meru,Kisumu West,"Meru, Kenya",0,Dormant
438,[Business] Nyali Palace,Business,Michel,Kabongo,0742650198,598 Mama Ngina St,Apt 36,84351,Nakuru,Nyando,"Nakuru, Kenya",1,Active
439,[Business] Ole Sereni Haven,Business,Jeanne,Munyao,0729310059,565 Ngong Rd,Apt 43,21192,Muranga,Dagoretti,"Muranga, Kenya",0,Dormant
440,Michelle Mandela,Individual,Michelle,Mandela,0751516681,107 Kisumu Ave,Apt 55,24242,Garissa,Langata,"Garissa, Kenya",0,Dormant
441,[Business] Serena Manor,Business,Mwangi,Mutua,0745842062,254 Kileleshwa Rd,Apt 18,3794,Laikipia,Embakasi,"Laikipia, Kenya",0,Dormant
442,Pierre Mugabe,Individual,Pierre,Mugabe,0782686139,917 Ngong Rd,Apt 56,50651,Baringo,Jomvu,"Baringo, Kenya",1,Active
443,Joseph Munzala,Individual,Joseph,Munzala,0784958091,928 Karen Rd,Apt 40,15807,Kisumu,Kisumu West,"Kisumu, Kenya",1,Active
444,Jacques Kabila,Individual,Jacques,Kabila,0725475751,846 Waiyaki Way,Apt 25,62021,Mombasa,Subukia,"Mombasa, Kenya",0,Dormant
445,[Business] Swahili Suites,Business,Jeanne,Mandela,0745830132,862 Haile Selassie Ave,Apt 93,52713,Isiolo,Kisumu Central,"Isiolo, Kenya",0,Dormant
446,[Business] Villa Rosa Inn,Business,Claudine,Mugisha,0735916633,993 Ngong Rd,Apt 32,34675,Kiambu,Kisumu West,"Kiambu, Kenya",0,Dormant
447,[Business] Voyager Palace,Business,Josephine,Zuma,0700475256,720 Ngong Rd,Apt 55,21082,Mombasa,Kesses,"Mombasa, Kenya",0,Dormant
448,[Business] Ole Sereni Residences,Business,Jean,Munyao,0787178420,961 Moi Ave,Apt 46,53201,Embu,Kisumu Central,"Embu, Kenya",1,Active
449,[Business] Baobab Hotel,Business,Alaine,Ali,0786424372,620 Parklands Rd,Apt 19,62473,Baringo,Langata,"Baringo, Kenya",0,Dormant
450,Mutiso Munyua,Individual,Mutiso,Munyua,0718276394,130 Mbagathi Way,Apt 98,35342,Machakos,Changamwe,"Machakos, Kenya",1,Active
451,[Business] Severin Hotel,Business,Jean,Muthoni,0726542570,954 Westlands Rd,Apt 61,64705,Embu,Muhoroni,"Embu, Kenya",1,Active
452,Emmanuel Zuma,Individual,Emmanuel,Zuma,0791190133,240 Kisumu Ave,Apt 24,71352,Meru,Kisumu West,"Meru, Kenya",1,Active
453,[Business] Severin Residences,Business,Emmanuel,Zuma,0751647163,195 Karen Rd,Apt 19,23282,Nairobi,Subukia,"Nairobi, Kenya",0,Dormant
454,[Business] Nyali Residences,Business,Claudine,Kagame,0735040400,353 Buruburu Rd,Apt 17,61672,Embu,Turbo,"Embu, Kenya",1,Active
455,[Business] Sarova Inn,Business,Joseph,Kiplagat,0711175805,443 Gigiri Rd,Apt 42,39092,Eldoret,Kisumu West,"Eldoret, Kenya",0,Dormant
456,Marie Mandela,Individual,Marie,Mandela,0775577291,551 Runda Dr,Apt 49,3917,Nyeri,Naivasha,"Nyeri, Kenya",1,Active
457,Jacqueline Mutombo,Individual,Jacqueline,Mutombo,0737084946,575 Ngong Rd,Apt 44,33624,Wajir,Kisumu West,"Wajir, Kenya",1,Active
458,[Business] Baobab Manor,Business,Pauline,Zuma,0751028267,26 Jogoo Rd,Apt 35,15717,Laikipia,Kesses,"Laikipia, Kenya",0,Dormant
459,[Business] Ole Sereni Manor,Business,Pierrette,Munyuli,0780201514,269 State House Rd,Apt 62,27839,Tharaka-Nithi,Turbo,"Tharaka-Nithi, Kenya",1,Active
460,Amina Lumumba,Individual,Amina,Lumumba,0769490014,2 Riverside Dr,Apt 52,54776,Machakos,Jomvu,"Machakos, Kenya",1,Active
461,Pierrette Osman,Individual,Pierrette,Osman,0796918424,265 Kiambu Rd,Apt 61,45957,Machakos,Kesses,"Machakos, Kenya",1,Active
462,Michelle Kabongo,Individual,Michelle,Kabongo,0712748500,994 Haile Selassie Ave,Apt 89,83372,Muranga,Kesses,"Muranga, Kenya",1,Active
463,[Business] Severin Manor,Business,Patricia,Omar,0711277471,44 Jogoo Rd,Apt 23,34729,Mombasa,Subukia,"Mombasa, Kenya",1,Active
464,Mutiso Mandela,Individual,Mutiso,Mandela,0790011030,497 Thika Rd,Apt 39,9760,Nyeri,Subukia,"Nyeri, Kenya",0,Dormant
465,Wanjiku Nkurunziza,Individual,Wanjiku,Nkurunziza,0705960111,799 Langata Rd,Apt 54,60639,Nyeri,Gilgil,"Nyeri, Kenya",0,Dormant
466,[Business] Sarova Resort,Business,Otieno,Abdi,0712071996,475 Eldoret Ln,Apt 3,81926,Wajir,Changamwe,"Wajir, Kenya",0,Dormant
467,[Business] Serena Hotel,Business,Joseph,Munyuli,0779232116,362 Tom Mboya St,Apt 7,11909,Kitui,Changamwe,"Kitui, Kenya",1,Active
468,[Business] Leopard Beach Hotel,Business,Mwangi,Munee,0783577906,466 Donholm Rd,Apt 98,27162,Nakuru,Turbo,"Nakuru, Kenya",0,Dormant
469,[Business] Fairmont Haven,Business,Kamau,Mutua,0784906294,383 Gigiri Rd,Apt 72,61090,Mombasa,Westlands,"Mombasa, Kenya",0,Dormant
470,Kamau Abdullahi,Individual,Kamau,Abdullahi,0764653372,465 Kiambu Rd,Apt 69,81858,Kitui,Nakuru Town,"Kitui, Kenya",1,Active
471,[Business] Hilton Suites,Business,Josephine,Malema,0714972614,358 Gigiri Rd,Apt 34,27552,Muranga,Kesses,"Muranga, Kenya",0,Dormant
472,Mutiso Kabila,Individual,Mutiso,Kabila,0735282069,254 Moi Ave,Apt 13,84637,Mombasa,Naivasha,"Mombasa, Kenya",0,Dormant
473,[Business] Nyali Hotel,Business,Achieng,Malema,0775138245,388 Haile Selassie Ave,Apt 50,41638,Meru,Kisumu West,"Meru, Kenya",1,Active
474,Otieno Mugisha,Individual,Otieno,Mugisha,0758552075,659 Eastleigh Rd,Apt 73,45149,Mombasa,Molo,"Mombasa, Kenya",1,Active
475,[Business] Serena Lodge,Business,Alain,Munyao,0739400159,691 Haile Selassie Ave,Apt 26,69370,Marsabit,Nyali,"Marsabit, Kenya",0,Dormant
476,Claude Ahmed,Individual,Claude,Ahmed,0703127677,124 Buruburu Rd,Apt 17,20206,Eldoret,Nyando,"Eldoret, Kenya",1,Active
477,Felicite Kiplagat,Individual,Felicite,Kiplagat,0776216597,4 Thika Rd,Apt 3,33110,Garissa,Gilgil,"Garissa, Kenya",1,Active
478,[Business] InterContinental Retreat,Business,Josephine,Yusuf,0715819039,528 Uhuru Hwy,Apt 55,57929,Kiambu,Changamwe,"Kiambu, Kenya",0,Dormant
479,[Business] Severin Palace,Business,Felicite,Muthoni,0795271998,706 Thika Rd,Apt 14,10535,Eldoret,Dagoretti,"Eldoret, Kenya",1,Active
480,Emmanuelle Mbeki,Individual,Emmanuelle,Mbeki,0788100659,169 Kileleshwa Rd,Apt 98,30479,Mandera,Nyando,"Mandera, Kenya",0,Dormant
481,Marie Mohammed,Individual,Marie,Mohammed,0728488177,156 Tom Mboya St,Apt 48,81566,Mombasa,Kisumu Central,"Mombasa, Kenya",1,Active
482,[Business] Serena Residences,Business,Marie,Muthoni,0739316761,292 South B Rd,Apt 30,26361,Mandera,Westlands,"Mandera, Kenya",1,Active
483,Wanjiku Abdi,Individual,Wanjiku,Abdi,0754526437,788 Mbagathi Way,Apt 32,18411,Nairobi,Langata,"Nairobi, Kenya",0,Dormant
484,[Business] Ole Sereni Palace,Business,Wambui,Muthoni,0774667415,111 Kimathi St,Apt 38,85198,Tharaka-Nithi,Langata,"Tharaka-Nithi, Kenya",1,Active
485,Wanjiku Ibrahim,Individual,Wanjiku,Ibrahim,0708708505,533 Tom Mboya St,Apt 20,83601,Kiambu,Subukia,"Kiambu, Kenya",1,Active
486,Jean Mbeki,Individual,Jean,Mbeki,0738258403,857 Waiyaki Way,Apt 97,4667,Muranga,Kisumu Central,"Muranga, Kenya",0,Dormant
487,Paul Odhiambo,Individual,Paul,Odhiambo,0721623520,874 Runda Dr,Apt 26,19427,Mombasa,Nyando,"Mombasa, Kenya",0,Dormant
488,Claude Mutombo,Individual,Claude,Mutombo,0700909189,821 Westlands Rd,Apt 51,74382,Isiolo,Kasarani,"Isiolo, Kenya",0,Dormant
489,Marie Munyoki,Individual,Marie,Munyoki,0725289934,925 Kenyatta Ave,Apt 61,64557,Nakuru,Kesses,"Nakuru, Kenya",1,Active
490,[Business] InterContinental Retreat,Business,Wambui,Mandela,0785934107,154 State House Rd,Apt 33,52873,Meru,Kisumu East,"Meru, Kenya",0,Dormant
491,Michel Bizimana,Individual,Michel,Bizimana,0733475327,849 Uhuru Hwy,Apt 16,84540,Kisumu,Kisauni,"Kisumu, Kenya",1,Active
492,Michel Munywe,Individual,Michel,Munywe,0786925995,178 Nakuru Blvd,Apt 63,51724,Kisumu,Kisumu West,"Kisumu, Kenya",1,Active
493,Njeri Hussein,Individual,Njeri,Hussein,0715790226,747 Runda Dr,Apt 63,49586,Mandera,Langata,"Mandera, Kenya",1,Active
494,Jacqueline Kagame,Individual,Jacqueline,Kagame,0794868814,352 Dennis Pritt Rd,Apt 29,26199,Marsabit,Westlands,"Marsabit, Kenya",1,Active
495,[Business] Voyager Lodge,Business,Kamau,Mbeki,0759619975,419 Karen Rd,Apt 29,64985,Wajir,Dagoretti,"Wajir, Kenya",0,Dormant
496,Njeri Mbeki,Individual,Njeri,Mbeki,0712106624,395 Uhuru Hwy,Apt 11,49259,Isiolo,Moiben,"Isiolo, Kenya",0,Dormant
497,Claudine Odhiambo,Individual,Claudine,Odhiambo,0789298878,982 Eldoret Ln,Apt 76,46737,Kiambu,Molo,"Kiambu, Kenya",0,Dormant
498,[Business] Serena Inn,Business,Emmanuel,Kiplagat,0795423760,319 Kileleshwa Rd,Apt 14,32646,Mombasa,Molo,"Mombasa, Kenya",0,Dormant
499,Claude Ochieng,Individual,Claude,Ochieng,0780982896,352 Dennis Pritt Rd,Apt 20,5699,Nyeri,Embakasi,"Nyeri, Kenya",1,Active
500,[Business] InterContinental Retreat,Business,Amina,Kagame,0725969156,82 Nairobi St,Apt 73,28580,Laikipia,Moiben,"Laikipia, Kenya",1,Active
501,[Business] Severin Retreat,Business,Claudine,Mandela,0785685449,346 Kisumu Ave,Apt 68,85990,Mandera,Nakuru Town,"Mandera, Kenya",1,Active
502,Felix Osman,Individual,Felix,Osman,0775538527,552 Thika Rd,Apt 50,69852,Meru,Eldoret West,"Meru, Kenya",1,Active
503,Michelle Hassan,Individual,Michelle,Hassan,0786208476,740 Nairobi St,Apt 36,28984,Baringo,Moiben,"Baringo, Kenya",1,Active
504,Achieng Munyoki,Individual,Achieng,Munyoki,0791746107,643 Thika Rd,Apt 35,4381,Kisumu,Muhoroni,"Kisumu, Kenya",1,Active
505,Kamau Kariuki,Individual,Kamau,Kariuki,0762183856,845 South B Rd,Apt 60,82639,Embu,Gilgil,"Embu, Kenya",1,Active
506,Paul Kagame,Individual,Paul,Kagame,0712766858,510 Nakuru Blvd,Apt 23,84004,Mandera,Likoni,"Mandera, Kenya",1,Active
507,[Business] Baobab Haven,Business,Michel,Mbeki,0770188562,877 Langata Rd,Apt 5,56301,Laikipia,Muhoroni,"Laikipia, Kenya",1,Active
508,[Business] Swahili Palace,Business,Kamau,Mukasa,0712438220,53 Kenyatta Ave,Apt 27,70033,Nyeri,Naivasha,"Nyeri, Kenya",1,Active
509,Marie Osman,Individual,Marie,Osman,0799957546,976 Limuru Rd,Apt 15,17272,Machakos,Nyali,"Machakos, Kenya",1,Active
510,[Business] Severin Retreat,Business,Felix,Abdi,0783991226,88 Eastleigh Rd,Apt 88,47530,Isiolo,Kisumu West,"Isiolo, Kenya",0,Dormant
511,[Business] Boma Retreat,Business,Otieno,Ochieng,0771022197,374 Parklands Rd,Apt 58,48963,Laikipia,Muhoroni,"Laikipia, Kenya",0,Dormant
